DATE,County Name,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_TIME,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,CZ_TIMEZONE,SOURCE,,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,BEGIN_LOCATION,END_LOCATION,END_DATE,END_TIME,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
8/10/1969,MIAMI-DADE CO.,EF1,25.9553,-80.2159,25.9519,-80.1551,751,0,0,0,0,EST-5,NWS Storm Survey,,3.78,150,2,NNW,2,W,BISCAYNE GARDENS,GOLDEN BEACH,2/16/2016,759,"The tornado intially touched down along NW 197th Terrace and between NW 7th Court and NW 9th Avenue, doing damage to a metal awning and siding on a home. Several trees and large branches were blown down and broken to the east along NW 198th Street and NW 7th Court. The damage path continued to the east-southeast, with numerous downed trees and large limbs broken in the neighborhoods between NW 193rd Street and 197th Street to the north and south and NE 7th Street and NW 2nd Avenue to the east and west. The most significant damage in this area was a twisted carport on a house along NW 8th Court near NW 196th Street, where the corner of the roof was also lifted. Along NW 2nd Avenue, the siding was torn off of a fast food restaurant and blown to the east. The damage path continued to the east where additional trees and branches were snapped along NW 193rd Terrace and NW 193rd Street between NW 1st Place and NE 2nd Avenue. The damage path then briefly widened along Sierra Drive between Ives Dairy Road and NW 191st Street with sporadic EF1 damage ranging from snapped large trees to damage to the west facing shingles on an older masonary apartment building. Additional EF1 tree damage then occured along NE 195th and NE 196th Streets. The tornado then crossed I-95 where a semi-truck was blown off the road. The most significant damage occured along NE 191st Street and NE 14th Avenue where several power poles where tilted to the side, coconut palm trees uprooted, and the roofs of two apartment buildings where damaged. The damage path was then sporadic until the tornado crossed NE 18th Avenue, uprooting and snapping additional trees between NE 19th Place and NE 23rd Avenue and NE 191st Drive. The damage path ended along NE 191st Street before reaching the nearby canal, where one home sufferred roof damage, an electrical pole was bent, and tennis court fence blown down.","A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of February 16th. The line produced straight line wind damage near Naples as it moved onshore, along with tornadoes in Glades and Collier counties. Three additional tornadoes developed across the east coast metro in Broward and Miami-Dade counties, as the squall line interacted with the southeasterly flow along the coast. In addition to the tornadoes, straight line wind gusts of 60 to 70 mph were reported across eastern Palm Beach and Broward counties, producing damage in Fort Lauderdale, West Palm Beach, Pembroke Pines, and Miramar. Small hail was also reported in Davie and Sunrise with a tornadic storm.",43
8/10/1969,PALM BEACH CO.,EF0,26.4568,-80.1025,26.5453,-80.0434,1032,0,0,0,0,EST-5,Law Enforcement,,7.12,10,2,WSW,2,SSE,DELRAY BEACH,HYPOLUXO,1/28/2016,1043,"The tornado initially touched down near the intersection of SW 3rd Street and SW 27th Avenue, before travelling northeast and causing roof damage to a church at the corner of Homewood Avenue and Atlantic Avenue. The tornado then travelled north-northeast, leading to snapped trees and broken large branches near N Congress Avenue just west of I-95. Additional large downed trees were reported in the Delray Park of Commerce Complex in this area. The tornado then crossed I-95 near Lake Ida and Lake Ida Park, leading to tree and fence damage along the east side of the lake. The tornado then lifted briefly, before touching down again a mile or so northeast near Bethesda Hospital where additional tree and fence damage in the vicinity. The track continued to the north-northeast, crossing US 1 to the north of E Woolbright Road. Large limbs and several small trees were knocked down at several businesses along the US 1 corridor. Additional minor damage was reported in the Sterling Village Condominiums before the tornado briefly became a waterspout as it crossed the Intracoastal Waterway. The track then briefly moved across the barrier island near E Ocean Avenue, before moving offshore near Boynton Inlet.","Several waves of severe storms developed across South Florida during the two day period of the 27th and 28th. The first wave of storms occurred with a weak warm front that lifted over the region during the morning hours of the 27th, producing a tornado along the east coast. This line persisted for most of the day, leading to minor flooding of roads in some locations. The second wave occurred as a Gulf low lifted northeast over the state and pushed a cold front into the region. Another tornado developed along the east coast, along with additional thunderstorm wind damage. Several days of rainfall also led to additional flooding of homes in Collier county.",37
12/10/1969,BROWARD CO.,EF1,26.2349,-80.1809,26.2601,-80.1568,930,0,0,850000,0,EST-5,NWS Storm Survey,,2.29,35,3,NNW,2,WNW,(FXE)FT LAUDRDL EXEC,COCONUT CREEK,1/27/2016,936,"The tornado first touched down near the intersection of NW 2nd Court and NW 43rd Avenue, snapping and uprooting several trees and damaging fences as it traveled to the northeast. Damage was reported across NW 42nd Avenue, Palmetto Drive, and Coconut Creek Boulevard in the path of the tornado. Discontinuous damage to trees and power lines occurred as the tornado then travelled across the Broward College North Campus. On the north end of campus, several cars in the north parking lot near the Health Sciences Building were tossed into each other. The tornado then crossed Coconut Creek Parkway just to the west of the Florida Turnpike, flipping a community bust on the road. The driver of the bus sustained a minor injury. On the north side of the road, the tornado moved through the Wynmoor Village Condo Complex where the most significant damage was reported. Numerous trees were uprooted across the complex, with a few snapped in half and debarked, along with snapped light poles and damage to fences. Several mid-level condo buildings sustained moderate roof damage where roofing material and portions of concrete block were peeled off and thrown several yards, damaging numerous cars in the parking lot. The tornado then crossed the Florida's Turnpike near the mile marker 67 entrance and exit ramps. Several cars were tossed and damaged along the Turnpike, including one southbound travelling car that was flipped into the northbound lane, resulting in a minor injury. The tornado then weakened as it moved to the east side of the Turnpike, where large limbs were broken off trees, power lines knocked down, and smaller trees uprooted along Blount Road. Minor roof damage occurred to the North Homeless Assistance Center in this area. A tractor trailer was flipped at the Whole Foods Warehouse along NW 19th street and Blount Road, before the tornado travelled further northeast causing moderate tree damage along NW 25th Avenue. The tornado lifted near Copans Road and NW 25th Street.","Several waves of severe storms developed across South Florida during the two day period of the 27th and 28th. The first wave of storms occurred with a weak warm front that lifted over the region during the morning hours of the 27th, producing a tornado along the east coast. This line persisted for most of the day, leading to minor flooding of roads in some locations. The second wave occurred as a Gulf low lifted northeast over the state and pushed a cold front into the region. Another tornado developed along the east coast, along with additional thunderstorm wind damage. Several days of rainfall also led to additional flooding of homes in Collier county.",36
1/14/1970,COLLIER CO.,EF0,26.25,-81.823,26.25,-81.822,900,0,0,0,0,EST-5,Social Media,,0.06,10,1,S,1,S,VANDERBILT BEACH,VANDERBILT BEACH,9/29/2015,902,Several videos posted on social media show waterspout that developed near the coast over the water moved onto the beach between the Ritz-Carlton and Remington at Bay Colony hotels. Tornado briefly reached into the dune line where it picked up branches and tree debris before dissipating.,"Scattered showers and storms over the Gulf of Mexico during the morning hours moved ashore Collier County. One storm produced wind damage in a mobile home park in Naples, with another producing a waterspout that came ashore as a brief tornado. Heavy rains with these storms aggravated ongoing tidal flooding leading to minor flooding across portions of Naples.",35
3/5/1970,BROWARD CO.,EF0,26.069,-80.321,26.049,-80.351,1734,0,0,0,0,EST-5,NWS Storm Survey,,2.32,40,6,W,5,NE,DAVIE,MIRAMAR,9/16/2015,1744,"An EF-0 tornado initially touched down in Imagination Farms community north of Griffin Road and west of Flamingo Road in Davie. The tornado traveled W-SW over Imaginary Farms and uprooted several medium to large trees as well as breaking off large branches. One home had about a dozen roof tiles removed/shifted in a few places in Imaginary Farms, with most of the damage oriented in a NE-SW direction. Damage became less noticeable at Griffin Road, with only minor damage to branches.||The tornado appeared to have lifted briefly just south of Griffin Road as it entered Southwest Rances, with very little damage. Therefore, this tornado likely had a discontinuous path.||Damage increased again west of SW 148th Avenue in the Ivanhoe Estates neighborhood of Davie between Griffin and Sterling Roads as it continued to move SW. A second area of peak intensity and evidence of rotation along Castlegate Avenue north of Waterford Drive. A large black olive tree about 3 feet in diameter at the base uprooted in a southwest direction with nearby large tree branches and debris oriented in an eastward direction. One home had about a dozen tiles removed or shifted. The tornado apparently lifted just east of I-75 in Ivanhoe Estates.||In total, at least two dozen trees were uprooted or had medium to large sized branches snapped. At least two homes sustained minor roof damage. Most damage rated on low end of EF0 scale near 65 mph, with only two or three spots of peak intensity of 70 to 80 mph.",A large upper level trough of low pressure over southern Alabama along with a tropical wave across the central Gulf of Mexico placed South Florida in deep tropical moisture with scattered late afternoon and early evening thunderstorms over the mainland.,34
3/26/1970,PALM BEACH CO.,EF0,26.8025,-80.6913,26.8044,-80.6948,1640,0,0,0,0,EST-5,Broadcast Media,,0.25,20,2,SW,2,SW,PAHOKEE,PAHOKEE,8/13/2015,1645,Video obtained of a tornado in an open field just south of Pahokee. The tornado was believed to have crossed SR 715 and Bacom Point with no damage reported.,A moist and unstable atmosphere south of a weak frontal boundary over North Florida led to scattered storm development across South Florida.,33
7/11/1970,PALM BEACH CO.,EF0,26.6475,-80.1788,26.6626,-80.1705,1456,0,0,0,0,EST-5,Broadcast Media,,0.1,10,3,SW,2,SW,(PBI)PALM BEACH ARPT,(PBI)PALM BEACH ARPT,8/3/2015,1505,"EF-0 tornado touched down touched down along lake in Village Walk Subdivision then moved northeast, crossing Forest Hill Blvd and the Florida Turnpike before moving into Okeeheelee Park and dissipating. Video showed touchdown in Village Walk with no known damage and discontinuous damage path across roads into park. Most of damage from tornado occurred in park with downed trees and large branches down as well as damaged soccer goals, a judge's stand, and a blown power transformer. A roof was also blown off in the park. Reports and video received via broadcast media and public.","Moist and unstable southerly flow on the south side of a weak low moving across Northern Florida led to numerous afternoon showers and storms across South Florida, especially across Palm Beach County. Several funnel clouds and two tornadoes were reported along with straight line wind damage.",31
7/11/1970,PALM BEACH CO.,EF0,26.7838,-80.146,26.7848,-80.1457,1505,0,0,0,0,EST-5,County Official,,0.04,1,5,WSW,5,WSW,PALM BEACH GARDENS,PALM BEACH GARDENS,8/3/2015,1507,Video and eyewitness reports show brief tornado touchdown over landfill west of Florida Turnpike near Dyer Park. No reported damage. Duration and location estimated from video and reports.,"Moist and unstable southerly flow on the south side of a weak low moving across Northern Florida led to numerous afternoon showers and storms across South Florida, especially across Palm Beach County. Several funnel clouds and two tornadoes were reported along with straight line wind damage.",32
7/22/1970,PALM BEACH CO.,EF0,26.9663,-80.0892,26.9686,-80.087,1535,0,0,5000,0,EST-5,Broadcast Media,,0.21,10,3,NNE,3,NNE,JUPITER,JUPITER,6/10/2015,1538,"Video obtained from West Palm Beach broadcast media showed a likely tornadic circulation at the County Line Plaza in Tequesta. Damage appeared to be limited to uprooted trees in the parking lot and roofing material. The roof at the shopping center was undergoing repair at the time of the tornado, therefore much of the roofing material was already detached from the structure. Water entered a business in the plaza from one of the sections where the roof was being repaired. This tornado eventually moved into the Intracoastal waterway.",A moist and unstable airmass caused scattered afternoon showers and thunderstorms.,30
8/13/1970,BROWARD CO.,EF0,26.1122,-80.1041,26.1127,-80.1049,1100,0,0,0,0,EST-5,Fire Department/Rescue,,0.06,10,2,ENE,2,ENE,PORT EVERGLADES,PORT EVERGLADES,5/25/2015,1101,"Fire Rescue and video report confirmed a waterspout came onshore Fort Lauderdale Beach around 1200 PM EDT. Inflatable bounce-house was lifted into the air. Four people were injured, including one adult and three children. One of the injuries was serious. The rating was EF0 with a maximum distance estimated to be 100 yards and maximum width estimated to be 10 yards.",High pressure to the north was resulting in scattered showers over the Atlantic waters and moving onshore of the southeast coast.,29
2/8/1971,PALM BEACH CO.,EF0,26.7453,-80.6987,26.7438,-80.6925,1344,0,0,0,0,EST-5,Public,,0.4,10,2,W,1,WSW,RUNYON,RUNYON,4/23/2015,1347,Multiple reports of a waterspout coming onshore northwest of Belle Glade. Estimated strength was EF-0 with no damage reported. The duration was approximately 3 minutes. Times were estimated via radar. The tornado moved as far inland as the Hoover Dike but remained mostly inside the dike with no impact on populated areas.,A stationary front over central Florida caused scattered afternoon thunderstorms across south Florida.,28
6/13/1971,PALM BEACH CO.,EF0,26.3874,-80.1434,26.3926,-80.1266,737,0,0,8000,0,EST-5,NWS Storm Survey,,1.1,50,5,WNW,4,NW,BOCA RATON,BOCA RATON,2/5/2015,738,"The tornado which had initially touched down at the Woodfield Hunt Club community in West Boca touched down again in The Colonnade community, then continued on a ENE track across St. Andrews Blvd and affecting the Les Jardins community, then lifting at Patch Reef Park south of Yamato Road and west of Military Trail. ||Damage in this segment represented EF-0 magnitude and consisted mainly of roof damage, downed trees and branches and light poles (especially at Patch Reef Park). A light pole at the park fell on a city vehicle. Total damage to park was around $8,000 and included the light pole and the windshield of the city vehicle.",A cold front moved across South Florida with showers and severe thunderstorms ahead of the front. One of these severe thunderstorms spawned a tornado in Boca Raton.,27
6/22/1971,PALM BEACH CO.,EF1,26.3839,-80.153,26.3863,-80.1489,736,0,0,5000,0,EST-5,NWS Storm Survey,,0.3,70,5,WNW,5,WNW,BOCA RATON,BOCA RATON,2/5/2015,737,"A tornado touched down in the Woodfield Hunt Club community of Boca Raton at 736 AM EST. Damage consisted of several uprooted trees, several large trees snapped halfway up and a tree felled into a house. Roofing was damaged from downed trees and limbs and strong winds also removed numerous Spanish tiles from many homes. Of note was a projectile in the form of a 6-12 inch diameter tree limb which punctured a roof. The tree limb was likely carried by the tornado from an adjacent neighborhood. ||The tornado lifted just west of Jog Road and touched down again on the east side of Jog Road. This segment of the tornado was rated an EF-1. Damage total is estimated.",A cold front moved across South Florida with showers and severe thunderstorms ahead of the front. One of these severe thunderstorms spawned a tornado in Boca Raton.,26
3/4/1972,PALM BEACH CO.,EF0,26.42,-80.27,26.4173,-80.2649,1533,0,0,0,0,EST-5,Trained Spotter,,0.37,10,13,WNW,12,WNW,BOCA RATON,BOCA RATON,8/16/2014,1535,"A SKYWARN (TM) spotter reported a tornado in an un-populated area west of Clint Moore Rd. and the Florida Turnpike at 1633 EDT. The spotter reported a duration of approximately 2 minutes with no lingering funnel cloud. A member of the public and a Fish and Wildlife Service employee also reported this tornado. Since no damage was reported due to its location west of the metro area, the EF0 rating is only a rough estimate.",A broad upper level trough over the eastern U.S. caused scattered afternoon thunderstorms across South Florida.,25
3/31/1972,HENDRY CO.,EF0,26.73,-81.16,26.73,-81.16,1538,0,0,0,0,EST-5,Emergency Manager,,0.25,10,7,W,7,W,CLEWISTON AIRGLADES,CLEWISTON AIRGLADES,5/30/2014,1539,The Hendry County Emergency Manager relayed a report of a tornado from the Sheriff's Office. The location was approximately 8 miles south-southwest of Moore Haven. The tornado briefly touched down in an un-populated area south of SR 78.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,24
6/18/1972,MIAMI-DADE CO.,EF0,25.7858,-80.3288,25.7866,-80.3246,1329,0,0,0,0,EST-5,NWS Storm Survey,,0.27,30,3,ENE,3,SSW,SWEET WATER,VIRGINIA GARDENS,5/15/2014,1337,"Miami International Airport tower officials reported a tornado 1 mile west of them and continued northeast until 237 PM EDT. NWS Survey team found minor damage consistent with an EF-0 with maximum winds estimated at 65 mph. The tornado tracked east northeast along NW 14th Street in Doral between NW 82 Ave and NW 79 Ave...damaging trees, street signs and a vehicle.",A cold front moved across South Florida during the afternoon producing scattered showers and thunderstorms.,23
6/18/1972,PALM BEACH CO.,EF0,26.5793,-80.713,26.5797,-80.7097,1430,0,0,0,0,EST-5,County Official,,0.25,50,3,SSW,3,SSW,OKEELANTA,OKEELANTA,3/6/2014,1431,Multiple eye witnesses observed a brief tornado touchdown with power lines down in the vicinity of Okeelanta Road and Highway 27. Damage was consistent with that of an EF-0 tornado.,A strong upper level trough of low pressure and its associated cold front moved across South Florida producing a squall line with a pronounced bow echo feature that raced across the area with strong wind gusts and isolated severe thunderstorms.,22
6/18/1972,PALM BEACH CO.,EF0,26.399,-80.0774,26.3992,-80.0784,1010,0,0,1000,0,EST-5,Broadcast Media,,0.07,10,3,N,3,N,BOCA RATON,BOCA RATON,9/16/2013,1011,"Minor damage caused by a weak tornado in the vicinity of Federal Highway and Yamato Road. Photos depict damage confined to trees, fences and outdoor furniture at a couple of residences. A funnel cloud was sighted moving over the Intracoastal Waterway moving west a few minutes before the tornado event. Winds likely did not exceed 65 mph.",Moist and unstable air along with an inverted low level trough across South Florida produced numerous showers and thunderstorms.,21
11/15/1972,BROWARD CO.,EF0,26.0874,-80.1748,26.0875,-80.1747,1145,0,0,10000,0,EST-5,Broadcast Media,,0.01,10,2,ENE,2,ENE,PLANTATION,PLANTATION,7/23/2013,1146,Broadcast Media and Law Enforcement reported a weak tornado touched down at Power Catamarans of South Florida damaging dinghies and watercraft. A couple of boats were overturned in the marina with one boat having a bent up shade and a catamaran was pushed into a fence. The force of the tornado also picked up three small Livingston catamarans and blew them across the yard along with a couple more on a rack. There was also one downed power line and some flashing was torn from a building.,A moist and unstable airmass was over South Florida which produced scattered showers and thunderstorms during the afternoon.,20
5/25/1973,BROWARD CO.,EF0,26.2358,-80.0883,26.2358,-80.0883,1445,0,0,0,0,EST-5,Broadcast Media,,0.1,10,1,SE,1,SE,POMPANO BEACH AIRPAR,POMPANO BEACH AIRPAR,7/19/2013,1445,A waterspout moved onshore during a lifeguard competition near the Pompano Beach Fishing Pier. Tents were blown down and there were three minor injuries.,An upper level low pressure area over the northern Gulf of Mexico continued a moist flow of tropical air across South Florida with isolated showers and thunderstorms.,19
6/23/1973,BROWARD CO.,EF0,26.224,-80.4854,26.335,-80.435,657,0,0,0,0,EST-5,Storm Chaser,,8.28,25,16,NNW,14,WNW,MIRAMAR,CORAL SPGS,6/6/2013,717,Storm chasers reported a tornado touching down just east of U.S. 27 about 6 miles north of Alligator Alley/I-75. The tornado likely crossed into Palm Beach County before lifting back up and dissipating. No damage was reported.,Tropical Storm Andrea moving across the northeast Gulf of Mexico produced outer rain bands that moved through South Florida resulting in scattered severe thunderstorms.,17
12/20/1973,PALM BEACH CO.,EF0,26.6734,-80.6706,26.6823,-80.6719,218,0,0,0,0,EST-5,Emergency Manager,,0.62,25,0,S,0,NW,BELLE GLADE,BELLE GLADE,6/6/2013,220,An EF0 tornado moved across Belle Glade with reports of trees down and damage to an awning near 1000 S. Main St. and several power lines down near 400 Martin Luther King Blvd.,Tropical Storm Andrea moving across the northeast Gulf of Mexico produced outer rain bands that moved through South Florida resulting in scattered severe thunderstorms.,15
12/20/1973,PALM BEACH CO.,EF0,26.335,-80.435,26.51,-80.387,717,0,0,0,0,EST-5,Storm Chaser,,12.45,25,22,W,12,S,BOCA RATON,LOXAHATCHEE,6/6/2013,740,Storm chasers reported a tornado touching down just east of U.S. 27 about 6 miles north of Alligator Alley/I-75 in Broward County. The storm producing the tornado moved almost due north and the tornado likely crossed into Palm Beach County east of US 27 and southwest of Loxahatchee National Wildlife Refuge before lifting back up and dissipating. No damage was reported.,Tropical Storm Andrea moving across the northeast Gulf of Mexico produced outer rain bands that moved through South Florida resulting in scattered severe thunderstorms.,18
8/19/1974,PALM BEACH CO.,EF1,26.78,-80.247,26.806,-80.25,545,0,0,0,0,EST-5,NWS Storm Survey,,2,100,8,N,9,N,WELLINGTON,WELLINGTON,6/6/2013,550,"An EF-1 tornado tracked almost due north in the Acreage community of north central Palm Beach County. The tornado moved across a suburban, residential community just west of 130th Path North between 69th St. North and 87th St. North. Several homes sustained minor to moderate roof damage, mainly in the form of shingles and roof covering torn off. A couple of homes sustained more substantial rood damage with partial uplift of roofs. Numerous trees were uprooted or sheared off near the trunk, along with plenty of large branches broken or split from the main trunk. Trees damaged consisted primarily of Oaks, Slash Pines and Palms. Flying debris from trees resulted in broken windows in several homes.||One serious injury required hospitalization in a home on 76th Road North. An 85-year old woman was injured when she was struck by flying debris from a large Oak tree which broke through her bedroom window. One home sustained damage to the garage door, causing the door to blow in and leading to the roof being completely punctured above the garage. A few vehicles were moved from their original locations and a 30-foot boat was flipped on its side.",Tropical Storm Andrea moving across the northeast Gulf of Mexico produced outer rain bands that moved through South Florida resulting in scattered severe thunderstorms.,16
12/16/1974,PALM BEACH CO.,EF0,26.3754,-80.0834,26.3798,-80.0763,1225,0,0,0,0,EST-5,NWS Storm Survey,,0.4,50,2,N,2,N,BOCA RATON,BOCA RATON,5/2/2013,1227,"An EF0 tornado touched down near North Dixie Highway and NE 28th St. in northeastern sections of Boca Raton and traveled to near Federal Highway and NE 32nd St. Maximum winds were estimated at 70 mph with damage consisting primarily of downed trees, fences and power lines, with a piece of metal-covered foam roof blown through a house window and a damaged store sign.",An upper level low pressure area over the northeast Gulf of Mexico and a surface trough across central Florida combined to produce numerous strong to severe thunderstorms over portions of southeast Florida.,14
2/6/1975,PALM BEACH CO.,EF0,26.5811,-80.0376,26.5804,-80.0396,1256,0,0,0,0,EST-5,Broadcast Media,,0.14,10,0,W,1,W,SOUTH PALM BEACH,SOUTH PALM BEACH,4/30/2013,1257,A waterspout moved onshore and was caught on video with minor roof damage and broken windows reported in the vicinity of La Coquille Villas along with downed trees on both sides of Highway A1A.,A broad upper level trough covered the eastern U.S. with abundant tropical moisture across South Florida resulting in scattered thunderstorms along the southeast coast.,13
2/11/1975,PALM BEACH CO.,EF0,26.513,-80.0771,26.5132,-80.0768,1633,0,0,1000,0,EST-5,Law Enforcement,,0.03,10,2,WSW,2,WSW,OCEAN RIDGE,OCEAN RIDGE,2/14/2013,1634,"The Store Manager of Lowe's Home Improvement Center witnessed a tornado in the storm parking lot. Trees were downed, cars moved and a stop sign was broken. No other damage or injuries were reported.",A cold front moved into South Florida and stalled resulting in isolated strong to severe thunderstorms over metropolitan Broward and Palm Beach Counties during the afternoon.,12
3/19/1975,GLADES CO.,EF0,26.8397,-81.1282,26.8397,-81.1282,1412,0,0,0,0,EST-5,Emergency Manager,,0.1,10,3,WNW,3,WNW,MOORE HAVEN,MOORE HAVEN,7/12/2012,1413,"The Glades County Emergency Manager reported a tornado touched down in open country near the intersection of U.S. 27 and State Road 78. There were no reports of injuries, fatalities or damage.",A nearly stationary weak upper level low pressure area over the Southeast Gulf of Mexico provided a flow of very moist and unstable air to move across South Florida with scattered afternoon showers and thunderstorms.,11
3/19/1975,COLLIER CO.,EF0,25.762,-81.641,25.99,-81.58,1010,0,0,0,0,EST-5,Public,,16.2,30,11,S,1,N,GOODLAND,ROYAL PALM,6/24/2012,1040,"Storm spotter videos, observations and Doppler radar data indicated that a waterspout moving NNE over Sullivan Bay passed about 3 miles east of Cape Romano then moved over Blackwater Bay and onto the mainland three miles east of Goodland. The tornado was captured on video crossing US 41 near a roadside picnic area about 1/2 mile east of the Collier-Seminole State Park entrance. Damage was confined to trees in a non-populated area of the Everglades.","The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",497
6/3/1975,COLLIER CO.,EF0,26.162,-81.542,26.162,-81.542,1100,0,0,0,0,EST-5,Trained Spotter,,0.01,20,8,E,8,E,GOLDEN GATE,GOLDEN GATE,6/24/2012,1100,A trained spotter observed a tornado just north of Alligator Alley about 10 miles west of State Road 29. This tornado was likely spawned by the same storm that produced the earlier tornado in southern Collier County.,"The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",498
6/29/1975,COLLIER CO.,EF0,26.37,-81.55,26.37,-81.55,1125,0,0,0,0,EST-5,Trained Spotter,,0.1,20,7,S,7,S,CORKSCREW,CORKSCREW,6/24/2012,1127,A trained spotter observed a tornado while driving on Immokalee Road. The tornado crossed Immokalee Road west of Everglades Boulevard. It remained over mainly unpopulated area with no reports of damage. The tornado lifted before 1130 AM EST.,"The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",499
7/4/1975,GLADES CO.,EF0,26.84,-81.52,26.84,-81.52,1000,0,0,5000,0,EST-5,Law Enforcement,,0.01,10,10,S,10,S,TASMANIA,TASMANIA,6/24/2012,1000,Glades County Sheriffs Office reported a brief tornado touchdown near Pine Avenue in the community of Muse. A member of the public reported that a barn roof was torn off.,"The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",496
8/26/1975,GLADES CO.,EF0,26.92,-81.34,26.92,-81.34,1404,0,0,0,0,EST-5,Law Enforcement,,0.01,20,1,WSW,1,WSW,PALMDALE,PALMDALE,6/24/2012,1404,Glades County Sheriff's Office reported a tornado crossing Bermont Road (SR 74) about a mile southwest of Palmdale. No known damage due to tornado moving over unpopulated area west of US 27 just west of the town of Palmdale.,"The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",10
3/7/1976,MIAMI-DADE CO.,EF0,25.966,-80.118,25.975,-80.119,1305,0,0,10000,0,EST-5,Law Enforcement,,0.5,20,1,N,2,N,GOLDEN BEACH,GOLDEN BEACH,6/24/2012,1306,"The Golden Beach Police Department reported a waterspout moving onshore at the 400 block of Ocean Boulevard and quickly moving north along the beach side of Ocean Boulevard to the Broward County line. Path was approximately 0.5 miles. Beach chairs were tossed about 30 feet in the air, damage to trees and a hut in the 400-500 block of Ocean Boulevard. Most damage occurred at 625 Ocean Boulevard where doors and a large metal gate were blown down and twisted, along with tree branches snapped.","The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",9
4/6/1976,PALM BEACH CO.,EF0,26.634,-80.0645,26.634,-80.0645,1125,0,0,0,0,EST-5,Broadcast Media,,0.01,20,1,NW,1,NW,LAKE WORTH,LAKE WORTH,6/24/2012,1125,"A brief tornado touchdown occurred and damage was confined to a few homes on North A Street and 15th Avenue, between US 1 and I-95. Damage was minor and consisted primarily of vegetation and debris from a nearby park.","The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",500
