DATE,County Name,MAGNITUDE (Knots),Converted to MPH,BEGIN_LOCATION,BEGIN_TIME,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,
6/27/1994,COLLIER CO.,52,59.84056,Marco Islands,1623,0,0,0,0,EST,,,C,21,,0,0,,,0,0,0,,0,,,1623,,,,,Wind gusts of 60 mph reported.,,
10/4/1995,COLLIER CO.,52,59.84056,Naples,1810,0,0,0,0,EST,,,C,21,,0,0,,,0,0,0,,0,,,1810,,,,,A thundersquall moved through the Naples area with wind gusts near 60 mph.,,
12/19/1995,COLLIER CO.,52,59.84056,Naples,1230,0,0,0,0,EST,,,C,21,,0,0,,,0,0,0,,0,,,1230,,,,,Tree limbs were downed in the Naples area and wind gust of 60 mph were measured at Naples Airport as a bow-echo squall line moved east from the Gulf of Mexico at 35 mph.,,
5/14/2007,COLLIER CO.,52,59.84056,(APF)NAPLES MUNI ARP,1525,0,0,0,0,EST-5,EG,5913,C,21,MFL,0,0,Newspaper,,,,0,N,0,N,(APF)NAPLES MUNI ARP,1525,26.15,-81.78,26.15,-81.78,Winds flipped over a Cessna 150 plane which was tied down at the Naples Municipal Airport. Minor damage was also noted at the airport's commercial terminal.,"Strong to severe thunderstorms affected the Naples area, producing hail, strong winds and minor flooding. About 1,000 customers were without power in Collier County as a result of the storms.",
6/7/2009,COLLIER CO.,52,59.84056,SUNNILAND,1055,0,0,0,0,EST-5,EG,30844,C,21,MFL,0,0,Law Enforcement,,,,2,NNE,2,NNE,SUNNILAND,1055,26.3042,-81.3174,26.3042,-81.3174,Power lines were knocked down in the 13000 block of Oil Well Road.,A nearly stationary mid to upper level trough over the Gulf of Mexico provided for another round of severe thunderstorms over much of the southern Florida peninsula. High moisture levels and instability contributed to the active weather.,
6/15/2011,COLLIER CO.,52,59.84056,GOLDEN GATE,1840,0,0,0,0,EST-5,MG,53418,C,21,MFL,0,0,Mesonet,,,,2,WNW,2,WNW,GOLDEN GATE,1840,26.1825,-81.7043,26.1825,-81.7043,A wind gust of 52 knots was measured at Golden Gate fire station 70.,"A surface boundary north of the area triggered a cluster of strong and severe thunderstorms which moved south and swept across Lake Okeechobee and across the southwest coast into the Gulf of Mexico. More than 30,000 people were out of power in the area due to the storm. Cars were also flipped and numerous trees, power lines, and traffic signals were downed.||Damage from the storms was estimated at $40,000.",
6/15/2011,COLLIER CO.,52,59.84056,(APF)NAPLES MUNI ARP,1845,0,0,0,0,EST-5,EG,53418,C,21,MFL,0,0,Trained Spotter,,,,3,ESE,3,ESE,(APF)NAPLES MUNI ARP,1845,26.14,-81.74,26.14,-81.74,Winds were estimated at 60-70 mph winds with 2 inch branches broken off many trees.,"A surface boundary north of the area triggered a cluster of strong and severe thunderstorms which moved south and swept across Lake Okeechobee and across the southwest coast into the Gulf of Mexico. More than 30,000 people were out of power in the area due to the storm. Cars were also flipped and numerous trees, power lines, and traffic signals were downed.||Damage from the storms was estimated at $40,000.",
4/6/2012,COLLIER CO.,52,59.84056,(APF)NAPLES MUNI ARP,845,0,0,2000,0,EST-5,EG,61896,C,21,MFL,0,0,Fire Department/Rescue,,,,2,WNW,2,NW,(APF)NAPLES MUNI ARP,850,26.1581,-81.8088,26.1783,-81.8013,"Reports of trees and power lines downed in the Gulf Shore Boulevard and Moorings Country Club area of Naples. This damage was not directly related to the waterspout that made landfall near 1901 Gulf Shore Blvd., but instead likely from downburst winds associated with the same storm.","A strong cold front produced a line of strong to severe thunderstorms that moved across South Florida during the morning and early afternoon. Approximately 4,000 customers lost power in Collier County, with an estimated 5,800 in Broward and Miami-Dade counties.",
5/24/2013,COLLIER CO.,52,59.84056,IMMOKALEE,1745,0,0,0,0,EST-5,EG,75120,C,21,MFL,0,0,Social Media,,,,6,SSW,6,SSW,IMMOKALEE,1750,26.3366,-81.4405,26.3366,-81.4405,Twitter report received of strong winds causing tree damage in Ave Maria. A 20-foot tree was split in half and a few smaller trees were uprooted.,A surface trough of low pressure located across South Florida resulted in scattered late afternoon thunderstorms.,
3/6/2014,COLLIER CO.,52,59.84056,EAST NAPLES,1300,0,0,0,0,EST-5,EG,82273,C,21,MFL,0,0,Emergency Manager,,,,1,E,1,E,EAST NAPLES,1300,26.12,-81.76,26.12,-81.76,The Collier County Emergency Management reported a tree several feet in diameter was down near the Collier County Government Center.,A strong upper level trough of low pressure and its associated cold front moved across South Florida producing a squall line with a pronounced bow echo feature that raced across the area with strong wind gusts and isolated severe thunderstorms.,
3/6/2014,COLLIER CO.,52,59.84056,MONROE STATION,1400,0,0,0,0,EST-5,EG,82273,C,21,MFL,0,0,NWS Employee,,,,26,NNE,26,NNE,MONROE STATION,1400,26.17,-80.9,26.17,-80.9,An off-duty NWS employee estimated a wind gust during a thunderstorm of 60 mph and pea sized hail along Interstate 75 near the Miccosukee Indian Reservation.,A strong upper level trough of low pressure and its associated cold front moved across South Florida producing a squall line with a pronounced bow echo feature that raced across the area with strong wind gusts and isolated severe thunderstorms.,
3/29/2014,COLLIER CO.,52,59.84056,CORKSCREW,1640,0,0,0,0,EST-5,EG,82689,C,21,MFL,0,0,Trained Spotter,,,,11,SSW,11,SSW,CORKSCREW,1640,26.318,-81.5915,26.318,-81.5915,A trained spotter 1 mile north of Orangetree reported shingles were ripped off the roof of a house along with a 30-foot Royal Palm Tree uprooted. Another Royal Palm Tree was broke in half.,A strong upper level trough over the southeast U.S. along with a cold front in central Florida caused scattered showers and thunderstorms across south Florida.,
6/15/2014,COLLIER CO.,52,59.84056,GOLDEN GATE,1535,0,0,0,0,EST-5,EG,86808,C,21,MFL,0,0,Law Enforcement,,,,9,NE,9,NE,GOLDEN GATE,1535,26.2776,-81.5898,26.2776,-81.5898,Law Enforcement reported a trailer was blown over along with powerlines down.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,
6/11/2015,COLLIER CO.,52,59.84056,GOLDEN GATE,1650,0,0,0,0,EST-5,EG,97945,C,21,MFL,0,0,Emergency Manager,,,,8,NNE,8,NNE,GOLDEN GATE,1650,26.2843,-81.6229,26.2843,-81.6229,Collier County EM relayed report of sabal palm tree down on house in the 2700 block of 8th Street NW near Orange Tree.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,
6/11/2015,COLLIER CO.,52,59.84056,GOLDEN GATE,1650,0,0,0,0,EST-5,EG,97945,C,21,MFL,0,0,Emergency Manager,,,,10,NNE,10,NNE,GOLDEN GATE,1650,26.3027,-81.6188,26.3027,-81.6188,Large tree branch came down on the roof of a house.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,
6/11/2015,COLLIER CO.,52,59.84056,NORTH NAPLES,1700,0,0,0,0,EST-5,EG,97945,C,21,MFL,0,0,Newspaper,,,,1,SW,1,SW,NORTH NAPLES,1700,26.2198,-81.8114,26.2198,-81.8114,Trees down and a flag pole bent in half at a summer camp. Two large tents were destroyed. Time was estimated by radar.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,
6/11/2015,COLLIER CO.,52,59.84056,NORTH NAPLES,1705,0,0,0,0,EST-5,EG,97945,C,21,MFL,0,0,Trained Spotter,,,,3,ESE,3,ESE,NORTH NAPLES,1705,26.2116,-81.7515,26.2116,-81.7515,Tree down at the intersection of Pine Ridge and Livingston Roads.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,
6/11/2015,COLLIER CO.,52,59.84056,NORTH NAPLES,1705,0,0,0,0,EST-5,EG,97945,C,21,MFL,0,0,Broadcast Media,,,,4,ENE,4,ENE,NORTH NAPLES,1705,26.2438,-81.7305,26.2438,-81.7305,Trees down in the Vineyards at Vanderbilt Beach Rd.,A moist and unstable airmass resulted in scattered afternoon showers and thunderstorms.,
2/16/2016,COLLIER CO.,52,59.84056,MARCO IS ARPT,414,0,0,0,0,EST-5,EG,102823,C,21,MFL,0,0,Broadcast Media,,,,4,NNW,4,NNW,MARCO IS ARPT,414,26.05,-81.69,26.05,-81.69,Several mobile homes carports damaged along Amethyst Avenue in the Enchanting Shores Co-Op Park. An additional mobile home in the neighborhood suffered damage to its roof. Time and wind speeds estimated from radar.,"A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of February 16th. The line produced straight line wind damage near Naples as it moved onshore, along with tornadoes in Glades and Collier counties. Three additional tornadoes developed across the east coast metro in Broward and Miami-Dade counties, as the squall line interacted with the southeasterly flow along the coast. In addition to the tornadoes, straight line wind gusts of 60 to 70 mph were reported across eastern Palm Beach and Broward counties, producing damage in Fort Lauderdale, West Palm Beach, Pembroke Pines, and Miramar. Small hail was also reported in Davie and Sunrise with a tornadic storm.",
1/23/2017,COLLIER CO.,52,59.84056,GOODLAND,50,0,0,0,0,EST-5,EG,112797,C,21,MFL,0,0,Emergency Manager,,,,1,W,1,W,GOODLAND,50,25.92,-81.66,25.92,-81.66,Collier County emergency management reported several trees down in the Goodland area.,"A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",
5/31/2021,COLLIER CO.,52,59.84056,GOLDEN GATE,1540,0,0,0,0,EST-5,EG,158511,C,21,MFL,0,0,Trained Spotter,,,,4,SSW,4,SSW,GOLDEN GATE,1540,26.11,-81.69,26.11,-81.69,"A trained spotter estimated wind gusts to 60 mph and pea size hail at Rattlesnake Hammock Road and SR 951, just west of Collier Blvd.","Strong showers and storms sparked from both the Gulf and Atlantic sea breezes produced heavy rainfall, hail, and strong winds across inland sections of South FL during the afternoon hours.",
3/14/2003,GLADES CO.,52,59.84056,ORTONA,2055,0,0,0,0,EST,EG,1147873,C,43,MFL,0,0,LAW ENFORCEMENT,,,,,,,,ORTONA,2055,26.81667,-81.3167,26.81667,-81.3167,Trees and power lines were blown down.,,
6/18/2009,GLADES CO.,52,59.84056,LAKEPORT,1700,0,0,0,0,EST-5,EG,30869,C,43,MFL,0,0,Public,,,,9,NNE,9,NNE,LAKEPORT,1700,27.08,-81.06,27.08,-81.06,Public reported 60 mph wind gust at the Brighton Seminole reservation campground.,A very unstable atmosphere were conducive for the formation of strong afternoon thunderstorms over interior sections of south Florida.,
6/23/2009,GLADES CO.,52,59.84056,PALMDALE,1245,0,0,0,0,EST-5,EG,30886,C,43,MFL,0,0,Public,,,,1,NE,1,NE,PALMDALE,1245,26.94,-81.31,26.94,-81.31,Fisheating Creek campground employee reported wind gusts of 60 mph.,A second mid/upper level trough moved down the Florida peninsula during the afternoon hours of June 23. This triggered a second round of severe and damaging thunderstorms over much of south Florida.,
6/23/2009,GLADES CO.,52,59.84056,LAKEPORT,1300,0,0,0,0,EST-5,EG,30886,C,43,MFL,0,0,Public,,,,19,NE,19,NE,LAKEPORT,1300,27.14,-80.89,27.14,-80.89,Glades County Emergency Management relayed report that a transformer blew out in Buckhead Ridge. Winds of 60 mph winds were reported in the area at that time.,A second mid/upper level trough moved down the Florida peninsula during the afternoon hours of June 23. This triggered a second round of severe and damaging thunderstorms over much of south Florida.,
6/16/2010,GLADES CO.,52,59.84056,TASMANIA,1921,0,0,0,0,EST-5,EG,41972,C,43,MFL,0,0,Law Enforcement,,,,9,S,9,S,TASMANIA,1921,26.8445,-81.5265,26.8445,-81.5265,Report from Glades County Sheriffï¿½ï¿½ï¿½s Office of trees down along Cypress Avenue in Muse. Time is estimated.,Isolated strong thunderstorms developed over interior and western parts of the southern Florida peninsula during the late afternoon and early evening hours.,
4/22/2012,GLADES CO.,52,59.84056,LAKEPORT,150,0,0,20000,0,EST-5,EG,61901,C,43,MFL,0,0,Law Enforcement,,,,0,N,0,N,LAKEPORT,150,26.97,-81.13,26.97,-81.13,The Glades County Sheriffs Office reported a possible tornado in the Lakeport area with an estimated radar time of 250 AM EDT. Further investigation revealed that this was not a tornado but straight line thunderstorm wind gusts of 60-70 mph. A double-wide mobile home was tipped over but the unit was not tied down or secured. Another mobile home sustained roof damage but had already been weakened by previous unrepaired damage.,A strong cold front moved across South Florida during the afternoon with two rounds of thunderstorms occurring across the area.,
8/2/2012,GLADES CO.,52,59.84056,LAKEPORT,1655,0,0,0,0,EST-5,EG,67750,C,43,MFL,0,0,Law Enforcement,,,,0,NNE,0,NNE,LAKEPORT,1655,26.9744,-81.1278,26.9744,-81.1278,Estimated winds up to 60 mph in Lakeport with some power outages.,A weak surface trough along with a Tropical Wave over eastern Cuba produced scattered thunderstorms during the afternoon across portions of South Florida.,
3/24/2013,GLADES CO.,52,59.84056,LAKEPORT,1730,0,0,0,0,EST-5,EG,73365,C,43,MFL,0,0,Law Enforcement,,,,18,NE,18,NE,LAKEPORT,1730,27.1307,-80.8937,27.1307,-80.8937,Large tree limbs downed in Buckhead Ridge.,A cold front moving across Central Florida caused scattered showers and thunderstorms to move over Glades County and Lake Okeechobee during the early evening.,
5/23/2013,GLADES CO.,52,59.84056,LAKEPORT,2055,0,0,0,0,EST-5,EG,75118,C,43,MFL,0,0,Law Enforcement,,,,18,NE,18,NE,LAKEPORT,2055,27.1291,-80.8935,27.1291,-80.8935,Local law enforcement reported four of five downed trees in the vicinity of Buckhead Ridge.,A surface trough of low pressure was located near Lake Okeechobee resulting in an isolated severe thunderstorm in Glades County.,
8/2/2012,HENDRY CO.,52,59.84056,LA BELLE,1600,0,0,0,0,EST-5,EG,67750,C,51,MFL,0,0,Public,,,,2,N,2,N,LA BELLE,1600,26.7836,-81.4368,26.7836,-81.4368,Two large trees were downed 1 mile north of La Belle on Highway 78.,A weak surface trough along with a Tropical Wave over eastern Cuba produced scattered thunderstorms during the afternoon across portions of South Florida.,
8/14/2015,HENDRY CO.,52,59.84056,CLEWISTON,1418,0,0,0,0,EST-5,EG,98925,C,51,MFL,0,0,Law Enforcement,,,,1,SW,1,WNW,CLEWISTON,1418,26.74,-80.94,26.7558,-80.9419,Hendry County Sheriff's Office reported minor damage across portions of Clewiston. Damage occurred to a residential shed and fence along with several uprooted trees and a trampoline thrown against a house near Georgia Ave and 7th Street. Additional uprooted trees led to minor roof damage and fence at Clewiston Middle School.,A moist and unstable atmosphere led to scattered showers and storms across South Florida. A severe storm produced straight line wind damage across Clewiston in Hendry County.,
8/2/2024,HENDRY CO.,52,59.84056,CLEWISTON AIRGLADES,1415,0,0,1000,0,EST-5,EG,196283,C,51,MFL,0,0,Emergency Manager,,,,7,SSW,7,SSW,CLEWISTON AIRGLADES,1415,26.6295,-81.088,26.6295,-81.088,"Report from Hendry County emergency manager of minor damage to a metal roof in Montura, as well as minor damage to a nearby metal fence. Time is estimated based on radar data.",High moisture levels on the far northern end of a tropical disturbance (future Hurricane Debby) over eastern Cuba led to the development of afternoon thunderstorms over interior sections of South Florida.,
3/29/1966,MIAMI-DADE CO.,52,59.84056,,2005,0,0,0,0,CST,,,C,86,,0,0,,,0,0,0,,0,,,2005,25.78,-80.28,,,,,
6/8/1977,MIAMI-DADE CO.,52,59.84056,,1630,0,0,0,0,CST,,,C,86,T,0,0,,,0,0,0,,0,,,1630,25.92,-80.18,,,,,
1/4/1987,MIAMI-DADE CO.,52,59.84056,,1240,0,0,0,0,CST,,,C,86,MIA,0,0,,,0,0,0,,0,,,1240,25.72,-80.18,,,,,
4/8/1990,MIAMI-DADE CO.,52,59.84056,,1455,0,0,0,0,CST,,,C,86,MIA,0,0,,,0,0,0,,0,,,1455,25.6,-80.2,,,,,
5/28/1997,MIAMI-DADE CO.,52,59.84056,DORAL COUNTRY CLUB,1653,0,0,0,0,EST,,2063577,C,86,MFL,0,0,,,,,,,,,DORAL COUNTRY CLUB,1653,25.82,-80.33,25.82,-80.33,,,
7/3/1998,MIAMI-DADE CO.,52,59.84056,HOMESTEAD,1735,0,0,0,0,EST,,2081376,C,86,MFL,0,0,PARK/FOREST SERVICE,,,,,,,,HOMESTEAD,1740,25.47,-80.47,25.47,-80.47,"52 knot winds reported by ranger at Everglades National Park west of Homestead. 2-3 inch diameter trees downed in the Pinelands area of the park. This is located 4 miles south of the Royal Palm ranger station.
 
 The downed trees blocked the roadway and marble size hail was also reported.",,
6/16/2001,MIAMI-DADE CO.,52,59.84056,HOMESTEAD,1433,0,0,0,0,EST,E,1116377,C,86,MFL,0,0,GOVT OFFICIAL,,,,15,W,15,W,HOMESTEAD,1433,25.46667,-80.7,25.46667,-80.7,An Everglades National Park employee estimated wind gusts near 60 mph.,,
8/13/2004,MIAMI-DADE CO.,52,59.84056,MIAMI SHRS,29,0,0,0,0,EST,EG,1175942,C,86,MFL,0,0,GENERAL PUBLIC,,,,,,,,MIAMI SHRS,29,25.58333,-80.3333,25.58333,-80.3333,,"The outermost rainband of Hurricane Charley swept from south to north across south Florida. Trees and power lines were blown down knocking out power to 35,000 customers. The wind damaged a carport and a steel gazebo was destroyed.",
9/16/2006,MIAMI-DADE CO.,52,59.84056,MIAMI LAKE,1333,0,0,0,0,EST,MG,1220717,C,86,MFL,0,0,NWS EMPLOYEE(OFF DUTY),,,,,,,,MIAMI LAKE,1333,25.91667,-80.3,25.91667,-80.3,"Off-duty NWS meteorologist measured a 60 mph (52 knot) wind gust during a thunderstorm. Large Maleleuca tree branches were broken off trees near I-75 and Miami Gardens Drive. 
 
 
 
 Half-inch hail was also reported with this storm.",,
4/10/2007,MIAMI-DADE CO.,52,59.84056,FLORIDA CITY,2206,0,0,0,0,EST-5,EG,4873,C,86,MFL,0,0,Law Enforcement,,,,4,SSE,4,SSE,FLORIDA CITY,2206,25.3966,-80.4555,25.3966,-80.4555,Police report of several trees down along Card Sound Road. Report relayed by NWS Key West. Time estimate based on radar.,A warm front near Lake Okeechobee along with a strong mid to upper level disturbance helped to cause severe thunderstorms over parts of southeast Florida on the afternoon and evening on April 10th.,
4/12/2007,MIAMI-DADE CO.,52,59.84056,PERRINE,1000,0,0,500,0,EST-5,EG,4878,C,86,MFL,0,0,Amateur Radio,,,,0,N,0,N,PERRINE,1000,25.6,-80.35,25.6,-80.35,Amateur radio antenna tower bent and blown over.,"A surface trough moving across South Florida along with a strong shortwave trough caused severe thunderstorms to affect Miami-Dade County on the morning of April 12th. Wind gusts of 45 to 55 mph were recorded at several locations from Kendall to Cutler Bay and Key Biscayne, with one report of 60 mph winds in the Perrine/Palmetto Bay area.",
6/12/2007,MIAMI-DADE CO.,52,59.84056,RICHMOND HGTS,1459,0,0,0,0,EST-5,EG,6321,C,86,MFL,0,0,Amateur Radio,,,,2,NNE,2,NNE,RICHMOND HGTS,1459,25.65,-80.36,25.65,-80.36,Small tabebuia tree blown down in the Falls area at SW 102 Ave and SW 128 Street.,"A surface trough over North Florida and an associated mid/upper level trough moved south over Florida and helped to trigger severe thunderstorms over Miami-Dade County. Large hail and strong winds were reported over parts of central and southern Miami-Dade County.||Other strong to severe storms were reported over Palm Beach County, and torrential downpours in Broward County damaged a church gym roof in Oakland Park.",
6/24/2007,MIAMI-DADE CO.,52,59.84056,GOLDEN BEACH,1720,0,0,0,0,EST-5,EG,6379,C,86,MFL,0,0,NWS Employee,,,,2,NNW,2,NNW,GOLDEN BEACH,1720,25.97,-80.13,25.97,-80.13,Reported in Aventura near Turnberry Isle Country Club.,"Strong to severe thunderstorms developed late in the afternoon along the east coast sea breeze, and moved east across northern Miami-Dade County.",
7/7/2007,MIAMI-DADE CO.,52,59.84056,MIAMI LAKE,1210,0,0,0,0,EST-5,MG,8818,C,86,MFL,0,0,NWS Employee,,,,2,N,2,N,MIAMI LAKE,1210,25.9489,-80.3,25.9489,-80.3,An off-duty NWS employee recorded 60 mph winds and several large tree branches broken off.,Severe thunderstorms affected portions of northern Miami-Dade County on July 7th.,
7/21/2007,MIAMI-DADE CO.,52,59.84056,MIAMI LAKE,1501,0,0,0,0,EST-5,EG,8824,C,86,MFL,0,0,NWS Employee,,,,2,N,2,N,MIAMI LAKE,1501,25.9489,-80.3,25.9489,-80.3,A large branch of 6 to 8 inches thick was broken off tree.,A mid and upper level trough moving southward across Florida on July 21st destabilized the atmosphere and set the state for severe afternoon thunderstorms across Southeast Florida.,
8/6/2007,MIAMI-DADE CO.,52,59.84056,CORAL GABLES,1440,0,0,0,0,EST-5,EG,9906,C,86,MFL,0,0,Public,,,,0,N,0,N,CORAL GABLES,1440,25.75,-80.25,25.75,-80.25,Reported in Coral Gables.,Afternoon thunderstorms developed across Southeast Florida due to the interaction of a surface trough across the area and northerly flow aloft associated with a weak mid to upper level low.,
2/13/2008,MIAMI-DADE CO.,52,59.84056,PERRINE,1415,0,0,500,0,EST-5,EG,14611,C,86,MFL,0,0,Trained Spotter,,,,1,NW,1,NW,PERRINE,1415,25.6076,-80.3596,25.6076,-80.3596,A storm spotter reported a tree broken off near a 20-inch trunk. The tree fell on a small shed.,A line of severe thunderstorms moved across southern Miami-Dade County ahead of a cold front.,
5/27/2009,MIAMI-DADE CO.,52,59.84056,RICHMOND HGTS,1140,0,0,0,0,EST-5,MG,29786,C,86,MFL,0,0,Mesonet,,,,1,E,1,E,RICHMOND HGTS,1147,25.6285,-80.3564,25.6285,-80.3564,A WeatherBug site at Coral Reef Senior High School in South Miami-Dade County recorded a pair of 60 mph wind gusts with a passing thunderstorm.,A third consecutive day of severe weather affected South Florida as a stationary upper level trough interacted with a surface trough over extreme South Florida.,
5/27/2009,MIAMI-DADE CO.,52,59.84056,SOUTH MIAMI,1202,0,0,0,0,EST-5,EG,29786,C,86,MFL,0,0,Public,,,,1,WNW,1,WNW,SOUTH MIAMI,1202,25.7054,-80.2953,25.7054,-80.2953,The same storm that produced a report of penny sized hail in South Miami also prompted a report of a wind gust to 60 mph.,A third consecutive day of severe weather affected South Florida as a stationary upper level trough interacted with a surface trough over extreme South Florida.,
5/27/2009,MIAMI-DADE CO.,52,59.84056,COCONUT GROVE,1218,0,0,0,0,EST-5,EG,29786,C,86,MFL,0,0,Public,,,,1,ENE,1,ENE,COCONUT GROVE,1218,25.7323,-80.2377,25.7323,-80.2377,A report was receive of a wind gust to 60 mph in Coconut Grove with a passing thunderstorm.,A third consecutive day of severe weather affected South Florida as a stationary upper level trough interacted with a surface trough over extreme South Florida.,
6/19/2009,MIAMI-DADE CO.,52,59.84056,PENNSUCO,1815,0,0,0,0,EST-5,EG,30876,C,86,MFL,0,0,NWS Employee,,,,3,SSW,3,SSW,PENNSUCO,1815,25.8319,-80.3842,25.8319,-80.3842,Off-duty NWS employee estimated 60 mph wind gusts in Doral. Downed tree branches and power outages were also reported in the vicinity.,Strong wind gusts with thunderstorms produced minor wind damage and power outages in portions of Miami-Dade County.,
6/23/2009,MIAMI-DADE CO.,52,59.84056,PALM SPGS NORTH,745,0,0,0,0,EST-5,EG,30880,C,86,MFL,0,0,NWS Employee,,,,1,ENE,1,ENE,PALM SPGS NORTH,745,25.9393,-80.3029,25.9393,-80.3029,A thunderstorm produced an estimated wind gust of 60 mph.,"A cluster of thunderstorms moved south down the Florida peninsula during the early morning hours of June 23 in association with a strong mid level low pressure trough. This cluster of strong to severe thunderstorms swept across southeast Florida during the morning hours causing widespread high winds and damage. Over 30,000 customers lost power in southeast Florida during this morning event.",
6/23/2009,MIAMI-DADE CO.,52,59.84056,CORAL WAY VLG,1533,0,0,0,0,EST-5,EG,30886,C,86,MFL,0,0,Public,,,,1,SSE,1,SSE,CORAL WAY VLG,1533,25.7426,-80.2971,25.7426,-80.2971,Public reports power lines down due to wind gusts of 60 mph at SW 30 Street and SW 63 Avenue near Miami Childrenï¿½ï¿½ï¿½s Hospital.,A second mid/upper level trough moved down the Florida peninsula during the afternoon hours of June 23. This triggered a second round of severe and damaging thunderstorms over much of south Florida.,
2/12/2010,MIAMI-DADE CO.,52,59.84056,RICHMOND HGTS,1822,0,0,0,0,EST-5,EG,37194,C,86,MFL,0,0,Amateur Radio,,,,2,N,2,N,RICHMOND HGTS,1822,25.6653,-80.3635,25.6653,-80.3635,A wind gust of 60 mph occured at SW 112 Street and SW 104 Avenue as a thunderstorm moved through the area. Tree branches of 2 to 3 inches in diameter were knocked down as well.,A squall line ahead of a cold front moved rapidly east through South Florida during the late afternoon and early evening of February 12th.,
4/26/2010,MIAMI-DADE CO.,52,59.84056,PENNSUCO,914,0,0,0,0,EST-5,EG,39130,C,86,MFL,0,0,NWS Employee,,,,3,SSW,3,SSW,PENNSUCO,914,25.8331,-80.3845,25.8331,-80.3845,"An off-duty National Weather Service Employee estimated a wind gust of 60 MPH with a passing squall. Broadcast media also reported 10,000 power outages in Miami-Dade County.","A round of severe weather in South Florida produces high wind gusts, down trees, and lightning damage.",
6/3/2010,MIAMI-DADE CO.,52,59.84056,MIAMI NEW TAMIAMI AR,1700,0,0,0,0,EST-5,EG,41963,C,86,MFL,0,0,NWS Employee,,,,2,NNW,2,NNW,MIAMI NEW TAMIAMI AR,1700,25.67,-80.4436,25.67,-80.4436,"Large branches and green palm fronds snapped off, along with street flooding in The Hammocks reported by off-duty meteorologist.",An active upper level disturbance moving across Florida triggered severe afternoon thunderstorms over the region.,
6/19/2011,MIAMI-DADE CO.,52,59.84056,HIALEAH,1530,0,0,0,0,EST-5,EG,53439,C,86,MFL,0,0,Public,,,,1,WSW,1,WSW,HIALEAH,1530,25.8451,-80.279,25.8451,-80.279,A thunderstorm produced a wind gust estimated at 60 mph at the Hialeah Park horse track. A few small trees estimated to be 8 to 9 feet tall were knocked down.,Severe storms affected the southeast coast metro areas of Broward and Miami-Dade Counties.,
5/18/2012,MIAMI-DADE CO.,52,59.84056,SWEET WATER,1310,0,0,0,0,EST-5,EG,64305,C,86,MFL,0,0,Trained Spotter,,,,3,WSW,3,WSW,SWEET WATER,1310,25.7607,-80.4209,25.7607,-80.4209,A trained spotter reported a tree down near the intersection of SW 8th Street and SW 139th Avenue.,A strong upper level trough of low pressure moved across South Florida and produced numerous strong to severe thunderstorms during the afternoon.,
5/18/2012,MIAMI-DADE CO.,52,59.84056,HIALEAH GARDENS,1315,0,0,0,0,EST-5,EG,64305,C,86,MFL,0,0,Public,,,,2,WSW,2,WSW,HIALEAH GARDENS,1315,25.84,-80.36,25.84,-80.36,The public estimated wind gusts to 60 mph in Doral.,A strong upper level trough of low pressure moved across South Florida and produced numerous strong to severe thunderstorms during the afternoon.,
5/18/2012,MIAMI-DADE CO.,52,59.84056,HIALEAH GARDENS,1317,0,0,0,0,EST-5,EG,64305,C,86,MFL,0,0,NWS Employee,,,,4,WSW,4,WSW,HIALEAH GARDENS,1317,25.8275,-80.383,25.8275,-80.383,An off duty meteorologist reported at least two trees snapped near the Eugenia B. Thomas School in Doral.,A strong upper level trough of low pressure moved across South Florida and produced numerous strong to severe thunderstorms during the afternoon.,
6/6/2012,MIAMI-DADE CO.,52,59.84056,LEISURE CITY,705,0,0,0,0,EST-5,EG,65150,C,86,MFL,0,0,Broadcast Media,,,,1,ENE,1,ENE,LEISURE CITY,705,25.4856,-80.4123,25.4856,-80.4123,Trees down on median along SW 137 Ave near SW 304 ST.,A deep upper level trough of low pressure over the eastern U.S. produced severe thunderstorms with high wind gusts and large hail during the morning over Miami-Dade County. Reports were received of numerous trees downed between 8 and 9 AM EDT.,
